iteration,time_step,coverage_map,score_exchange,component_query,component_response,death_warning,total_messages
0,1,0,10,10,10,0,30
0,2,0,10,0,0,0,10
0,3,0,16,0,0,0,16
0,4,0,10,0,0,0,10
0,5,0,6,0,0,0,6
0,6,0,24,4,4,0,32
0,7,0,30,0,0,0,30
0,8,0,24,0,0,0,24
0,9,0,26,0,0,0,26
0,10,0,20,0,0,0,20
0,11,0,16,1,1,0,18
0,12,0,22,0,0,0,22
0,13,0,24,0,0,0,24
0,14,0,28,0,0,0,28
0,15,0,28,0,0,0,28
0,16,0,16,0,0,0,16
0,17,0,22,0,0,0,22
0,18,0,28,0,0,0,28
0,19,0,24,0,0,0,24
0,20,0,28,0,0,0,28
0,21,0,36,5,5,0,46
0,22,0,34,0,0,0,34
0,23,0,38,0,0,0,38
0,24,0,28,0,0,0,28
0,25,0,20,0,0,0,20
0,26,0,28,0,0,0,28
0,27,0,40,0,0,0,40
0,28,0,48,0,0,0,48
0,29,0,42,0,0,0,42
0,30,0,50,0,0,0,50
0,31,0,30,1,1,0,32
0,32,0,32,0,0,0,32
0,33,0,46,0,0,0,46
0,34,0,40,0,0,0,40
0,35,0,46,0,0,0,46
0,36,0,68,7,7,0,82
0,37,0,70,0,0,0,70
0,38,0,76,0,0,0,76
0,39,0,64,0,0,0,64
0,40,0,64,0,0,0,64
0,41,0,54,0,0,0,54
0,42,0,68,0,0,0,68
0,43,0,80,0,0,0,80
0,44,0,66,0,0,0,66
0,45,0,72,0,0,0,72
0,46,0,50,0,0,0,50
0,47,0,46,0,0,0,46
0,48,0,58,0,0,0,58
0,49,0,50,0,0,0,50
0,50,0,58,0,0,0,58
0,51,0,80,6,6,0,92
0,52,0,76,0,0,0,76
0,53,0,82,0,0,0,82
0,54,0,88,0,0,0,88
0,55,0,68,0,0,0,68
0,56,0,44,3,3,0,50
0,57,0,54,0,0,0,54
0,58,0,56,0,0,0,56
0,59,0,58,0,0,0,58
0,60,0,56,0,0,0,56
0,61,0,54,4,4,0,62
0,62,0,50,0,0,0,50
0,63,0,50,0,0,0,50
0,64,0,50,0,0,0,50
0,65,0,36,0,0,0,36
0,66,0,48,4,4,0,56
0,67,0,50,0,0,0,50
0,68,0,60,0,0,0,60
0,69,0,52,0,0,0,52
0,70,0,50,0,0,0,50
0,71,0,46,3,3,0,52
0,72,0,54,0,0,0,54
0,73,0,52,0,0,0,52
0,74,0,56,0,0,0,56
0,75,0,34,0,0,0,34
1,1,0,16,16,16,0,48
1,2,0,8,0,0,0,8
1,3,0,2,0,0,0,2
1,4,0,8,0,0,0,8
1,5,0,6,0,0,0,6
1,6,0,10,0,0,0,10
1,7,0,8,0,0,0,8
1,8,0,14,0,0,0,14
1,9,0,20,0,0,0,20
1,10,0,22,0,0,0,22
1,11,0,30,2,2,0,34
1,12,0,34,0,0,0,34
1,13,0,28,0,0,0,28
1,14,0,24,0,0,0,24
1,15,0,32,0,0,0,32
1,16,0,12,0,0,0,12
1,17,0,20,0,0,0,20
1,18,0,26,0,0,0,26
1,19,0,24,0,0,0,24
1,20,0,24,0,0,0,24
1,21,0,30,1,1,0,32
1,22,0,34,0,0,0,34
1,23,0,28,0,0,0,28
1,24,0,32,0,0,0,32
1,25,0,32,0,0,0,32
1,26,0,44,0,0,0,44
1,27,0,44,0,0,0,44
1,28,0,40,0,0,0,40
1,29,0,60,0,0,0,60
1,30,0,46,0,0,0,46
1,31,0,28,2,2,0,32
1,32,0,30,0,0,0,30
1,33,0,40,0,0,0,40
1,34,0,44,0,0,0,44
1,35,0,46,0,0,0,46
1,36,0,58,7,7,0,72
1,37,0,62,0,0,0,62
1,38,0,48,0,0,0,48
1,39,0,52,0,0,0,52
1,40,0,50,0,0,0,50
1,41,0,64,3,3,0,70
1,42,0,74,0,0,0,74
1,43,0,78,0,0,0,78
1,44,0,82,0,0,0,82
1,45,0,64,0,0,0,64
1,46,0,56,5,5,0,66
1,47,0,56,0,0,0,56
1,48,0,68,0,0,0,68
1,49,0,64,0,0,0,64
1,50,0,72,0,0,0,72
1,51,0,76,3,3,0,82
1,52,0,72,0,0,0,72
1,53,0,76,0,0,0,76
1,54,0,68,0,0,0,68
1,55,0,60,0,0,0,60
1,56,0,40,0,0,0,40
1,57,0,40,0,0,0,40
1,58,0,34,0,0,0,34
1,59,0,32,0,0,0,32
1,60,0,46,0,0,0,46
1,61,0,40,0,0,0,40
1,62,0,36,0,0,0,36
1,63,0,38,0,0,0,38
1,64,0,48,0,0,0,48
1,65,0,36,0,0,0,36
1,66,0,50,2,2,0,54
1,67,0,46,0,0,0,46
1,68,0,42,0,0,0,42
1,69,0,44,0,0,0,44
1,70,0,42,0,0,0,42
1,71,0,56,1,1,0,58
1,72,0,60,0,0,0,60
1,73,0,62,0,0,0,62
1,74,0,48,0,0,0,48
1,75,0,46,0,0,0,46
2,1,0,12,12,12,0,36
2,2,0,10,0,0,0,10
2,3,0,12,0,0,0,12
2,4,0,20,0,0,0,20
2,5,0,14,0,0,0,14
2,6,0,20,4,4,0,28
2,7,0,16,0,0,0,16
2,8,0,20,0,0,0,20
2,9,0,18,0,0,0,18
2,10,0,20,0,0,0,20
2,11,0,26,0,0,0,26
2,12,0,32,0,0,0,32
2,13,0,22,0,0,0,22
2,14,0,22,0,0,0,22
2,15,0,28,0,0,0,28
2,16,0,18,3,3,0,24
2,17,0,32,0,0,0,32
2,18,0,26,0,0,0,26
2,19,0,24,0,0,0,24
2,20,0,20,0,0,0,20
2,21,0,42,7,7,0,56
2,22,0,26,0,0,0,26
2,23,0,38,0,0,0,38
2,24,0,32,0,0,0,32
2,25,0,26,0,0,0,26
2,26,0,32,2,2,0,36
2,27,0,28,0,0,0,28
2,28,0,34,0,0,0,34
2,29,0,38,0,0,0,38
2,30,0,36,0,0,0,36
2,31,0,32,0,0,0,32
2,32,0,24,0,0,0,24
2,33,0,42,0,0,0,42
2,34,0,24,0,0,0,24
2,35,0,44,0,0,0,44
2,36,0,52,2,2,0,56
2,37,0,58,0,0,0,58
2,38,0,50,0,0,0,50
2,39,0,44,0,0,0,44
2,40,0,46,0,0,0,46
2,41,0,56,4,4,0,64
2,42,0,54,0,0,0,54
2,43,0,68,0,0,0,68
2,44,0,62,0,0,0,62
2,45,0,60,0,0,0,60
2,46,0,46,1,1,0,48
2,47,0,48,0,0,0,48
2,48,0,62,0,0,0,62
2,49,0,70,0,0,0,70
2,50,0,68,0,0,0,68
2,51,0,96,9,9,0,114
2,52,0,74,0,0,0,74
2,53,0,66,0,0,0,66
2,54,0,70,0,0,0,70
2,55,0,62,0,0,2,64
2,56,0,64,0,0,0,64
2,57,0,72,0,0,0,72
2,58,0,58,0,0,0,58
2,59,0,48,0,0,0,48
2,60,0,32,0,0,0,32
2,61,0,46,3,3,0,52
2,62,0,42,0,0,0,42
2,63,0,44,0,0,0,44
2,64,0,44,0,0,0,44
2,65,0,50,0,0,0,50
2,66,0,54,5,5,0,64
2,67,0,42,0,0,0,42
2,68,0,56,0,0,0,56
2,69,0,48,0,0,0,48
2,70,0,54,0,0,0,54
2,71,0,56,0,0,0,56
2,72,0,70,0,0,0,70
2,73,0,50,0,0,0,50
2,74,0,46,0,0,0,46
2,75,0,60,0,0,0,60
3,1,0,4,4,4,0,12
3,2,0,4,0,0,0,4
3,3,0,6,0,0,0,6
3,4,0,12,0,0,0,12
3,5,0,6,0,0,0,6
3,6,0,20,3,3,0,26
3,7,0,24,0,0,0,24
3,8,0,24,0,0,0,24
3,9,0,16,0,0,0,16
3,10,0,20,0,0,0,20
3,11,0,18,0,0,0,18
3,12,0,24,0,0,0,24
3,13,0,28,0,0,0,28
3,14,0,24,0,0,0,24
3,15,0,32,0,0,0,32
3,16,0,26,2,2,0,30
3,17,0,20,0,0,0,20
3,18,0,20,0,0,0,20
3,19,0,18,0,0,0,18
3,20,0,22,0,0,0,22
3,21,0,32,2,2,0,36
3,22,0,32,0,0,0,32
3,23,0,30,0,0,0,30
3,24,0,34,0,0,0,34
3,25,0,40,0,0,0,40
3,26,0,46,3,3,0,52
3,27,0,52,0,0,0,52
3,28,0,48,0,0,0,48
3,29,0,48,0,0,0,48
3,30,0,54,0,0,0,54
3,31,0,44,0,0,0,44
3,32,0,36,0,0,0,36
3,33,0,52,0,0,0,52
3,34,0,48,0,0,0,48
3,35,0,50,0,0,0,50
3,36,0,48,4,4,0,56
3,37,0,60,0,0,0,60
3,38,0,64,0,0,0,64
3,39,0,58,0,0,0,58
3,40,0,70,0,0,0,70
3,41,0,64,2,2,0,68
3,42,0,52,0,0,0,52
3,43,0,56,0,0,0,56
3,44,0,52,0,0,0,52
3,45,0,74,0,0,0,74
3,46,0,56,4,4,0,64
3,47,0,62,0,0,0,62
3,48,0,58,0,0,0,58
3,49,0,60,0,0,0,60
3,50,0,66,0,0,0,66
3,51,0,68,2,2,0,72
3,52,0,58,0,0,0,58
3,53,0,64,0,0,0,64
3,54,0,74,0,0,0,74
3,55,0,54,0,0,0,54
3,56,0,66,8,8,0,82
3,57,0,36,0,0,0,36
3,58,0,34,0,0,0,34
3,59,0,40,0,0,0,40
3,60,0,38,0,0,0,38
3,61,0,42,3,3,0,48
3,62,0,52,0,0,0,52
3,63,0,44,0,0,2,46
3,64,0,44,0,0,0,44
3,65,0,42,0,0,0,42
3,66,0,28,2,2,0,32
3,67,0,40,0,0,0,40
3,68,0,36,0,0,0,36
3,69,0,40,0,0,0,40
3,70,0,46,0,0,0,46
3,71,0,52,4,4,0,60
3,72,0,52,0,0,0,52
3,73,0,42,0,0,0,42
3,74,0,48,0,0,0,48
3,75,0,40,0,0,0,40
4,1,0,6,6,6,0,18
4,2,0,6,0,0,0,6
4,3,0,14,0,0,0,14
4,4,0,14,0,0,0,14
4,5,0,12,0,0,0,12
4,6,0,16,4,4,0,24
4,7,0,24,0,0,0,24
4,8,0,18,0,0,0,18
4,9,0,18,0,0,0,18
4,10,0,20,0,0,0,20
4,11,0,30,4,4,0,38
4,12,0,24,0,0,0,24
4,13,0,30,0,0,0,30
4,14,0,34,0,0,0,34
4,15,0,30,0,0,0,30
4,16,0,18,0,0,0,18
4,17,0,12,0,0,0,12
4,18,0,14,0,0,0,14
4,19,0,22,0,0,0,22
4,20,0,30,0,0,0,30
4,21,0,26,0,0,0,26
4,22,0,34,0,0,0,34
4,23,0,38,0,0,0,38
4,24,0,44,0,0,0,44
4,25,0,36,0,0,0,36
4,26,0,38,5,5,0,48
4,27,0,42,0,0,0,42
4,28,0,46,0,0,0,46
4,29,0,50,0,0,0,50
4,30,0,40,0,0,0,40
4,31,0,46,0,0,0,46
4,32,0,38,0,0,0,38
4,33,0,32,0,0,0,32
4,34,0,40,0,0,0,40
4,35,0,60,0,0,0,60
4,36,0,52,0,0,0,52
4,37,0,68,0,0,0,68
4,38,0,52,0,0,0,52
4,39,0,58,0,0,0,58
4,40,0,58,0,0,0,58
4,41,0,68,7,7,0,82
4,42,0,70,0,0,0,70
4,43,0,64,0,0,0,64
4,44,0,78,0,0,0,78
4,45,0,80,0,0,0,80
4,46,0,64,6,6,0,76
4,47,0,54,0,0,0,54
4,48,0,48,0,0,0,48
4,49,0,50,0,0,0,50
4,50,0,70,0,0,0,70
4,51,0,70,0,0,0,70
4,52,0,68,0,0,3,71
4,53,0,64,0,0,0,64
4,54,0,60,0,0,2,62
4,55,0,42,0,0,0,42
4,56,0,42,3,3,0,48
4,57,0,44,0,0,0,44
4,58,0,38,0,0,0,38
4,59,0,44,0,0,0,44
4,60,0,48,0,0,0,48
4,61,0,52,4,4,0,60
4,62,0,46,0,0,0,46
4,63,0,54,0,0,0,54
4,64,0,56,0,0,0,56
4,65,0,44,0,0,0,44
4,66,0,42,3,3,0,48
4,67,0,48,0,0,0,48
4,68,0,44,0,0,2,46
4,69,0,38,0,0,0,38
4,70,0,42,0,0,0,42
4,71,0,40,0,0,0,40
4,72,0,50,0,0,0,50
4,73,0,54,0,0,0,54
4,74,0,42,0,0,0,42
4,75,0,30,0,0,0,30
5,1,0,8,8,8,0,24
5,2,0,2,0,0,0,2
5,3,0,4,0,0,0,4
5,4,0,12,0,0,0,12
5,5,0,16,0,0,0,16
5,6,0,20,3,3,0,26
5,7,0,18,0,0,0,18
5,8,0,14,0,0,0,14
5,9,0,12,0,0,0,12
5,10,0,20,0,0,0,20
5,11,0,32,4,4,0,40
5,12,0,30,0,0,0,30
5,13,0,26,0,0,0,26
5,14,0,26,0,0,0,26
5,15,0,34,0,0,0,34
5,16,0,20,0,0,0,20
5,17,0,26,0,0,0,26
5,18,0,26,0,0,0,26
5,19,0,30,0,0,0,30
5,20,0,26,0,0,0,26
5,21,0,44,5,5,0,54
5,22,0,40,0,0,0,40
5,23,0,34,0,0,0,34
5,24,0,40,0,0,0,40
5,25,0,34,0,0,0,34
5,26,0,52,5,5,0,62
5,27,0,48,0,0,0,48
5,28,0,56,0,0,0,56
5,29,0,50,0,0,0,50
5,30,0,60,0,0,0,60
5,31,0,36,4,4,0,44
5,32,0,34,0,0,0,34
5,33,0,66,0,0,0,66
5,34,0,58,0,0,0,58
5,35,0,50,0,0,0,50
5,36,0,56,4,4,0,64
5,37,0,54,0,0,0,54
5,38,0,54,0,0,0,54
5,39,0,64,0,0,0,64
5,40,0,46,0,0,0,46
5,41,0,46,0,0,0,46
5,42,0,44,0,0,0,44
5,43,0,54,0,0,0,54
5,44,0,50,0,0,0,50
5,45,0,56,0,0,0,56
5,46,0,48,6,6,0,60
5,47,0,48,0,0,0,48
5,48,0,48,0,0,0,48
5,49,0,50,0,0,0,50
5,50,0,58,0,0,0,58
5,51,0,72,6,6,0,84
5,52,0,62,0,0,0,62
5,53,0,74,0,0,0,74
5,54,0,54,0,0,0,54
5,55,0,32,0,0,0,32
5,56,0,40,2,2,0,44
5,57,0,40,0,0,0,40
5,58,0,50,0,0,0,50
5,59,0,44,0,0,0,44
5,60,0,42,0,0,0,42
5,61,0,48,7,7,0,62
5,62,0,44,0,0,0,44
5,63,0,48,0,0,0,48
5,64,0,48,0,0,0,48
5,65,0,44,0,0,0,44
5,66,0,50,5,5,0,60
5,67,0,54,0,0,0,54
5,68,0,46,0,0,0,46
5,69,0,40,0,0,0,40
5,70,0,36,0,0,0,36
5,71,0,44,2,2,0,48
5,72,0,36,0,0,0,36
5,73,0,36,0,0,0,36
5,74,0,48,0,0,0,48
5,75,0,40,0,0,0,40
6,1,0,8,8,8,0,24
6,2,0,6,0,0,0,6
6,3,0,8,0,0,0,8
6,4,0,10,0,0,0,10
6,5,0,12,0,0,0,12
6,6,0,24,3,3,0,30
6,7,0,14,0,0,0,14
6,8,0,22,0,0,0,22
6,9,0,24,0,0,0,24
6,10,0,20,0,0,0,20
6,11,0,22,3,3,0,28
6,12,0,8,0,0,0,8
6,13,0,24,0,0,0,24
6,14,0,20,0,0,0,20
6,15,0,18,0,0,0,18
6,16,0,20,5,5,0,30
6,17,0,12,0,0,0,12
6,18,0,20,0,0,0,20
6,19,0,16,0,0,0,16
6,20,0,24,0,0,0,24
6,21,0,24,0,0,0,24
6,22,0,22,0,0,0,22
6,23,0,32,0,0,0,32
6,24,0,30,0,0,0,30
6,25,0,30,0,0,0,30
6,26,0,34,1,1,0,36
6,27,0,40,0,0,0,40
6,28,0,30,0,0,0,30
6,29,0,32,0,0,0,32
6,30,0,40,0,0,0,40
6,31,0,30,4,4,0,38
6,32,0,20,0,0,0,20
6,33,0,36,0,0,0,36
6,34,0,40,0,0,0,40
6,35,0,48,0,0,0,48
6,36,0,48,1,1,0,50
6,37,0,44,0,0,0,44
6,38,0,44,0,0,0,44
6,39,0,48,0,0,0,48
6,40,0,48,0,0,0,48
6,41,0,54,0,0,0,54
6,42,0,62,0,0,0,62
6,43,0,56,0,0,0,56
6,44,0,64,0,0,0,64
6,45,0,50,0,0,0,50
6,46,0,60,5,5,0,70
6,47,0,46,0,0,0,46
6,48,0,56,0,0,0,56
6,49,0,46,0,0,0,46
6,50,0,64,0,0,0,64
6,51,0,68,4,4,0,76
6,52,0,84,0,0,0,84
6,53,0,58,0,0,0,58
6,54,0,66,0,0,0,66
6,55,0,62,0,0,0,62
6,56,0,50,1,1,0,52
6,57,0,40,0,0,0,40
6,58,0,40,0,0,0,40
6,59,0,42,0,0,0,42
6,60,0,42,0,0,0,42
6,61,0,42,3,3,0,48
6,62,0,38,0,0,0,38
6,63,0,34,0,0,0,34
6,64,0,20,0,0,0,20
6,65,0,32,0,0,0,32
6,66,0,32,0,0,0,32
6,67,0,36,0,0,0,36
6,68,0,38,0,0,0,38
6,69,0,32,0,0,0,32
6,70,0,34,0,0,0,34
6,71,0,44,5,5,0,54
6,72,0,36,0,0,0,36
6,73,0,36,0,0,0,36
6,74,0,40,0,0,0,40
6,75,0,28,0,0,0,28
7,1,0,12,12,12,0,36
7,2,0,16,0,0,0,16
7,3,0,10,0,0,0,10
7,4,0,12,0,0,0,12
7,5,0,12,0,0,0,12
7,6,0,16,1,1,0,18
7,7,0,14,0,0,0,14
7,8,0,16,0,0,0,16
7,9,0,22,0,0,0,22
7,10,0,12,0,0,0,12
7,11,0,18,0,0,0,18
7,12,0,22,0,0,0,22
7,13,0,18,0,0,0,18
7,14,0,24,0,0,0,24
7,15,0,24,0,0,0,24
7,16,0,26,5,5,0,36
7,17,0,18,0,0,0,18
7,18,0,28,0,0,0,28
7,19,0,24,0,0,0,24
7,20,0,20,0,0,0,20
7,21,0,36,4,4,0,44
7,22,0,34,0,0,0,34
7,23,0,40,0,0,0,40
7,24,0,24,0,0,0,24
7,25,0,34,0,0,0,34
7,26,0,34,3,3,0,40
7,27,0,28,0,0,0,28
7,28,0,36,0,0,0,36
7,29,0,34,0,0,0,34
7,30,0,28,0,0,0,28
7,31,0,36,5,5,0,46
7,32,0,30,0,0,0,30
7,33,0,42,0,0,0,42
7,34,0,22,0,0,0,22
7,35,0,36,0,0,0,36
7,36,0,44,4,4,0,52
7,37,0,58,0,0,0,58
7,38,0,58,0,0,0,58
7,39,0,42,0,0,0,42
7,40,0,50,0,0,0,50
7,41,0,52,2,2,0,56
7,42,0,74,0,0,0,74
7,43,0,56,0,0,0,56
7,44,0,40,0,0,0,40
7,45,0,48,0,0,0,48
7,46,0,40,5,5,0,50
7,47,0,42,0,0,0,42
7,48,0,54,0,0,0,54
7,49,0,56,0,0,0,56
7,50,0,64,0,0,0,64
7,51,0,64,3,3,0,70
7,52,0,58,0,0,0,58
7,53,0,68,0,0,0,68
7,54,0,56,0,0,0,56
7,55,0,64,0,0,0,64
7,56,0,64,5,5,0,74
7,57,0,48,0,0,0,48
7,58,0,50,0,0,0,50
7,59,0,50,0,0,0,50
7,60,0,52,0,0,0,52
7,61,0,32,2,2,0,36
7,62,0,38,0,0,0,38
7,63,0,40,0,0,0,40
7,64,0,56,0,0,0,56
7,65,0,34,0,0,0,34
7,66,0,38,0,0,0,38
7,67,0,48,0,0,0,48
7,68,0,40,0,0,0,40
7,69,0,54,0,0,0,54
7,70,0,42,0,0,0,42
7,71,0,56,3,3,0,62
7,72,0,56,0,0,0,56
7,73,0,50,0,0,0,50
7,74,0,54,0,0,0,54
7,75,0,46,0,0,0,46
8,1,0,10,10,10,0,30
8,2,0,4,0,0,0,4
8,3,0,4,0,0,0,4
8,4,0,10,0,0,0,10
8,5,0,14,0,0,0,14
8,6,0,20,5,5,0,30
8,7,0,20,0,0,0,20
8,8,0,12,0,0,0,12
8,9,0,16,0,0,0,16
8,10,0,22,0,0,0,22
8,11,0,24,0,0,0,24
8,12,0,20,0,0,0,20
8,13,0,26,0,0,0,26
8,14,0,22,0,0,0,22
8,15,0,30,0,0,0,30
8,16,0,32,4,4,0,40
8,17,0,20,0,0,0,20
8,18,0,24,0,0,0,24
8,19,0,32,0,0,0,32
8,20,0,30,0,0,0,30
8,21,0,30,5,5,0,40
8,22,0,26,0,0,0,26
8,23,0,26,0,0,0,26
8,24,0,30,0,0,0,30
8,25,0,38,0,0,0,38
8,26,0,52,4,4,0,60
8,27,0,40,0,0,0,40
8,28,0,52,0,0,0,52
8,29,0,50,0,0,0,50
8,30,0,46,0,0,0,46
8,31,0,48,5,5,0,58
8,32,0,30,0,0,0,30
8,33,0,44,0,0,0,44
8,34,0,52,0,0,0,52
8,35,0,50,0,0,0,50
8,36,0,66,6,6,0,78
8,37,0,68,0,0,0,68
8,38,0,48,0,0,0,48
8,39,0,66,0,0,0,66
8,40,0,56,0,0,0,56
8,41,0,68,0,0,0,68
8,42,0,76,0,0,0,76
8,43,0,72,0,0,0,72
8,44,0,64,0,0,0,64
8,45,0,88,0,0,0,88
8,46,0,58,5,5,0,68
8,47,0,62,0,0,0,62
8,48,0,64,0,0,0,64
8,49,0,66,0,0,0,66
8,50,0,62,0,0,0,62
8,51,0,72,5,5,0,82
8,52,0,68,0,0,0,68
8,53,0,58,0,0,0,58
8,54,0,56,0,0,0,56
8,55,0,70,0,0,6,76
8,56,0,70,4,4,0,78
8,57,0,64,0,0,0,64
8,58,0,44,0,0,0,44
8,59,0,38,0,0,0,38
8,60,0,46,0,0,0,46
8,61,0,56,7,7,0,70
8,62,0,50,0,0,0,50
8,63,0,40,0,0,0,40
8,64,0,46,0,0,0,46
8,65,0,48,0,0,0,48
8,66,0,46,0,0,0,46
8,67,0,50,0,0,0,50
8,68,0,38,0,0,0,38
8,69,0,54,0,0,0,54
8,70,0,52,0,0,0,52
8,71,0,64,4,4,0,72
8,72,0,56,0,0,0,56
8,73,0,72,0,0,0,72
8,74,0,64,0,0,0,64
8,75,0,60,0,0,0,60
9,1,0,10,10,10,0,30
9,2,0,6,0,0,0,6
9,3,0,6,0,0,0,6
9,4,0,10,0,0,0,10
9,5,0,10,0,0,0,10
9,6,0,20,5,5,0,30
9,7,0,28,0,0,0,28
9,8,0,18,0,0,0,18
9,9,0,20,0,0,0,20
9,10,0,16,0,0,0,16
9,11,0,16,1,1,0,18
9,12,0,18,0,0,0,18
9,13,0,12,0,0,0,12
9,14,0,22,0,0,0,22
9,15,0,22,0,0,0,22
9,16,0,24,5,5,0,34
9,17,0,26,0,0,0,26
9,18,0,22,0,0,0,22
9,19,0,26,0,0,0,26
9,20,0,36,0,0,0,36
9,21,0,40,6,6,0,52
9,22,0,36,0,0,0,36
9,23,0,38,0,0,0,38
9,24,0,36,0,0,0,36
9,25,0,42,0,0,0,42
9,26,0,36,0,0,0,36
9,27,0,40,0,0,0,40
9,28,0,46,0,0,0,46
9,29,0,42,0,0,0,42
9,30,0,48,0,0,0,48
9,31,0,46,0,0,0,46
9,32,0,34,0,0,0,34
9,33,0,40,0,0,0,40
9,34,0,38,0,0,0,38
9,35,0,46,0,0,0,46
9,36,0,48,0,0,0,48
9,37,0,52,0,0,0,52
9,38,0,58,0,0,0,58
9,39,0,66,0,0,0,66
9,40,0,74,0,0,0,74
9,41,0,72,0,0,0,72
9,42,0,74,0,0,0,74
9,43,0,72,0,0,0,72
9,44,0,64,0,0,0,64
9,45,0,64,0,0,0,64
9,46,0,52,0,0,0,52
9,47,0,62,0,0,0,62
9,48,0,52,0,0,0,52
9,49,0,62,0,0,0,62
9,50,0,66,0,0,0,66
9,51,0,70,0,0,0,70
9,52,0,78,0,0,0,78
9,53,0,72,0,0,0,72
9,54,0,42,0,0,0,42
9,55,0,28,0,0,0,28
9,56,0,50,5,5,0,60
9,57,0,54,0,0,0,54
9,58,0,44,0,0,0,44
9,59,0,54,0,0,0,54
9,60,0,58,0,0,0,58
9,61,0,54,1,1,0,56
9,62,0,46,0,0,0,46
9,63,0,38,0,0,0,38
9,64,0,54,0,0,0,54
9,65,0,54,0,0,0,54
9,66,0,58,5,5,0,68
9,67,0,46,0,0,0,46
9,68,0,64,0,0,0,64
9,69,0,42,0,0,0,42
9,70,0,44,0,0,0,44
9,71,0,52,7,7,0,66
9,72,0,40,0,0,0,40
9,73,0,52,0,0,0,52
9,74,0,50,0,0,0,50
9,75,0,56,0,0,0,56
10,1,0,6,6,6,0,18
10,2,0,4,0,0,0,4
10,3,0,12,0,0,0,12
10,4,0,8,0,0,0,8
10,5,0,10,0,0,0,10
10,6,0,14,0,0,0,14
10,7,0,14,0,0,0,14
10,8,0,20,0,0,0,20
10,9,0,20,0,0,0,20
10,10,0,16,0,0,0,16
10,11,0,20,0,0,0,20
10,12,0,28,0,0,0,28
10,13,0,18,0,0,0,18
10,14,0,32,0,0,0,32
10,15,0,26,0,0,0,26
10,16,0,30,6,6,0,42
10,17,0,24,0,0,0,24
10,18,0,30,0,0,0,30
10,19,0,26,0,0,0,26
10,20,0,30,0,0,0,30
10,21,0,46,2,2,0,50
10,22,0,32,0,0,0,32
10,23,0,32,0,0,0,32
10,24,0,34,0,0,0,34
