iteration,time_step,coverage_map,score_exchange,component_query,component_response,death_warning,total_messages
10,25,0,34,0,0,0,34
10,26,0,32,0,0,0,32
10,27,0,46,0,0,0,46
10,28,0,48,0,0,0,48
10,29,0,46,0,0,0,46
10,30,0,30,0,0,0,30
10,31,0,44,7,7,0,58
10,32,0,34,0,0,0,34
10,33,0,44,0,0,0,44
10,34,0,36,0,0,0,36
10,35,0,64,0,0,0,64
10,36,0,54,0,0,0,54
10,37,0,54,0,0,0,54
10,38,0,56,0,0,0,56
10,39,0,70,0,0,0,70
10,40,0,62,0,0,0,62
10,41,0,64,1,1,0,66
10,42,0,64,0,0,0,64
10,43,0,72,0,0,0,72
10,44,0,68,0,0,0,68
10,45,0,82,0,0,0,82
10,46,0,50,7,7,0,64
10,47,0,46,0,0,0,46
10,48,0,68,0,0,0,68
10,49,0,58,0,0,0,58
10,50,0,64,0,0,0,64
10,51,0,76,4,4,0,84
10,52,0,60,0,0,0,60
10,53,0,80,0,0,0,80
10,54,0,76,0,0,0,76
10,55,0,56,0,0,0,56
10,56,0,56,5,5,3,69
10,57,0,48,0,0,0,48
10,58,0,52,0,0,0,52
10,59,0,56,0,0,0,56
10,60,0,46,0,0,0,46
10,61,0,48,1,1,0,50
10,62,0,48,0,0,0,48
10,63,0,42,0,0,0,42
10,64,0,32,0,0,0,32
10,65,0,38,0,0,0,38
10,66,0,36,0,0,0,36
10,67,0,38,0,0,0,38
10,68,0,38,0,0,0,38
10,69,0,42,0,0,0,42
10,70,0,44,0,0,0,44
10,71,0,44,2,2,0,48
10,72,0,32,0,0,0,32
10,73,0,36,0,0,0,36
10,74,0,48,0,0,0,48
10,75,0,40,0,0,0,40
11,1,0,4,4,4,0,12
11,2,0,6,0,0,0,6
11,3,0,8,0,0,0,8
11,4,0,8,0,0,0,8
11,5,0,14,0,0,0,14
11,6,0,14,1,1,0,16
11,7,0,18,0,0,0,18
11,8,0,20,0,0,0,20
11,9,0,16,0,0,0,16
11,10,0,10,0,0,0,10
11,11,0,30,3,3,0,36
11,12,0,32,0,0,0,32
11,13,0,32,0,0,0,32
11,14,0,28,0,0,0,28
11,15,0,26,0,0,0,26
11,16,0,14,1,1,0,16
11,17,0,16,0,0,0,16
11,18,0,14,0,0,0,14
11,19,0,18,0,0,0,18
11,20,0,20,0,0,0,20
11,21,0,20,3,3,0,26
11,22,0,22,0,0,0,22
11,23,0,26,0,0,0,26
11,24,0,24,0,0,0,24
11,25,0,46,0,0,0,46
11,26,0,40,0,0,0,40
11,27,0,42,0,0,0,42
11,28,0,38,0,0,0,38
11,29,0,42,0,0,0,42
11,30,0,58,0,0,0,58
11,31,0,32,3,3,0,38
11,32,0,52,0,0,0,52
11,33,0,42,0,0,0,42
11,34,0,44,0,0,0,44
11,35,0,50,0,0,0,50
11,36,0,48,1,1,0,50
11,37,0,54,0,0,0,54
11,38,0,68,0,0,0,68
11,39,0,54,0,0,0,54
11,40,0,54,0,0,0,54
11,41,0,52,1,1,0,54
11,42,0,58,0,0,0,58
11,43,0,60,0,0,0,60
11,44,0,78,0,0,0,78
11,45,0,64,0,0,0,64
11,46,0,64,7,7,0,78
11,47,0,64,0,0,0,64
11,48,0,58,0,0,0,58
11,49,0,54,0,0,0,54
11,50,0,62,0,0,0,62
11,51,0,74,5,5,0,84
11,52,0,64,0,0,0,64
11,53,0,54,0,0,0,54
11,54,0,48,0,0,0,48
11,55,0,50,0,0,0,50
11,56,0,52,0,0,0,52
11,57,0,50,0,0,0,50
11,58,0,48,0,0,0,48
11,59,0,46,0,0,0,46
11,60,0,34,0,0,0,34
11,61,0,38,2,2,0,42
11,62,0,48,0,0,0,48
11,63,0,46,0,0,0,46
11,64,0,54,0,0,0,54
11,65,0,50,0,0,0,50
11,66,0,46,2,2,0,50
11,67,0,36,0,0,0,36
11,68,0,38,0,0,0,38
11,69,0,44,0,0,0,44
11,70,0,32,0,0,0,32
11,71,0,46,3,3,0,52
11,72,0,38,0,0,0,38
11,73,0,42,0,0,0,42
11,74,0,36,0,0,0,36
11,75,0,36,0,0,0,36
12,1,0,12,12,12,0,36
12,2,0,6,0,0,0,6
12,3,0,10,0,0,0,10
12,4,0,10,0,0,0,10
12,5,0,16,0,0,0,16
12,6,0,16,0,0,0,16
12,7,0,26,0,0,0,26
12,8,0,20,0,0,0,20
12,9,0,16,0,0,0,16
12,10,0,20,0,0,0,20
12,11,0,20,0,0,0,20
12,12,0,30,0,0,0,30
12,13,0,36,0,0,0,36
12,14,0,28,0,0,0,28
12,15,0,30,0,0,0,30
12,16,0,22,4,4,0,30
12,17,0,16,0,0,0,16
12,18,0,22,0,0,0,22
12,19,0,20,0,0,0,20
12,20,0,22,0,0,0,22
12,21,0,28,4,4,0,36
12,22,0,32,0,0,0,32
12,23,0,38,0,0,0,38
12,24,0,38,0,0,0,38
12,25,0,32,0,0,0,32
12,26,0,26,0,0,0,26
12,27,0,44,0,0,0,44
12,28,0,38,0,0,0,38
12,29,0,50,0,0,0,50
12,30,0,50,0,0,0,50
12,31,0,24,0,0,0,24
12,32,0,24,0,0,0,24
12,33,0,36,0,0,0,36
12,34,0,48,0,0,0,48
12,35,0,40,0,0,0,40
12,36,0,44,0,0,0,44
12,37,0,54,0,0,0,54
12,38,0,50,0,0,0,50
12,39,0,62,0,0,0,62
12,40,0,58,0,0,0,58
12,41,0,68,4,4,0,76
12,42,0,80,0,0,0,80
12,43,0,78,0,0,0,78
12,44,0,70,0,0,0,70
12,45,0,64,0,0,0,64
12,46,0,64,7,7,0,78
12,47,0,44,0,0,0,44
12,48,0,64,0,0,0,64
12,49,0,42,0,0,0,42
12,50,0,76,0,0,0,76
12,51,0,74,2,2,0,78
12,52,0,70,0,0,0,70
12,53,0,66,0,0,0,66
12,54,0,54,0,0,0,54
12,55,0,50,0,0,0,50
12,56,0,56,6,6,0,68
12,57,0,58,0,0,0,58
12,58,0,42,0,0,0,42
12,59,0,48,0,0,0,48
12,60,0,48,0,0,0,48
12,61,0,46,1,1,0,48
12,62,0,38,0,0,0,38
12,63,0,42,0,0,0,42
12,64,0,48,0,0,0,48
12,65,0,50,0,0,0,50
12,66,0,54,6,6,0,66
12,67,0,64,0,0,0,64
12,68,0,60,0,0,0,60
12,69,0,58,0,0,0,58
12,70,0,50,0,0,0,50
12,71,0,54,1,1,0,56
12,72,0,48,0,0,0,48
12,73,0,62,0,0,0,62
12,74,0,62,0,0,0,62
12,75,0,50,0,0,0,50
13,1,0,8,8,8,0,24
13,2,0,4,0,0,0,4
13,3,0,4,0,0,0,4
13,4,0,8,0,0,0,8
13,5,0,12,0,0,0,12
13,6,0,18,1,1,0,20
13,7,0,12,0,0,0,12
13,8,0,22,0,0,0,22
13,9,0,14,0,0,0,14
13,10,0,20,0,0,0,20
13,11,0,22,2,2,0,26
13,12,0,24,0,0,0,24
13,13,0,20,0,0,0,20
13,14,0,18,0,0,0,18
13,15,0,18,0,0,0,18
13,16,0,34,4,4,0,42
13,17,0,26,0,0,0,26
13,18,0,30,0,0,0,30
13,19,0,22,0,0,0,22
13,20,0,30,0,0,0,30
13,21,0,32,5,5,0,42
13,22,0,34,0,0,0,34
13,23,0,38,0,0,0,38
13,24,0,28,0,0,0,28
13,25,0,26,0,0,0,26
13,26,0,48,6,6,0,60
13,27,0,38,0,0,0,38
13,28,0,38,0,0,0,38
13,29,0,50,0,0,0,50
13,30,0,48,0,0,0,48
13,31,0,26,1,1,0,28
13,32,0,36,0,0,0,36
13,33,0,44,0,0,0,44
13,34,0,50,0,0,0,50
13,35,0,48,0,0,0,48
13,36,0,72,4,4,0,80
13,37,0,62,0,0,0,62
13,38,0,66,0,0,0,66
13,39,0,50,0,0,0,50
13,40,0,60,0,0,0,60
13,41,0,70,4,4,0,78
13,42,0,58,0,0,0,58
13,43,0,66,0,0,0,66
13,44,0,48,0,0,0,48
13,45,0,52,0,0,0,52
13,46,0,38,0,0,0,38
13,47,0,44,0,0,0,44
13,48,0,62,0,0,0,62
13,49,0,62,0,0,0,62
13,50,0,62,0,0,0,62
13,51,0,72,4,4,0,80
13,52,0,60,0,0,0,60
13,53,0,64,0,0,0,64
13,54,0,58,0,0,0,58
13,55,0,48,0,0,0,48
13,56,0,30,1,1,0,32
13,57,0,60,0,0,0,60
13,58,0,46,0,0,0,46
13,59,0,52,0,0,0,52
13,60,0,54,0,0,0,54
13,61,0,40,0,0,0,40
13,62,0,52,0,0,0,52
13,63,0,50,0,0,0,50
13,64,0,40,0,0,0,40
13,65,0,46,0,0,0,46
13,66,0,48,3,3,0,54
13,67,0,52,0,0,0,52
13,68,0,48,0,0,0,48
13,69,0,46,0,0,0,46
13,70,0,54,0,0,0,54
13,71,0,48,0,0,0,48
13,72,0,46,0,0,0,46
13,73,0,34,0,0,0,34
13,74,0,36,0,0,0,36
13,75,0,30,0,0,0,30
14,1,0,8,8,8,0,24
14,2,0,6,0,0,0,6
14,3,0,14,0,0,0,14
14,4,0,14,0,0,0,14
14,5,0,12,0,0,0,12
14,6,0,8,0,0,0,8
14,7,0,14,0,0,0,14
14,8,0,20,0,0,0,20
14,9,0,16,0,0,0,16
14,10,0,22,0,0,0,22
14,11,0,24,0,0,0,24
14,12,0,18,0,0,0,18
14,13,0,18,0,0,0,18
14,14,0,28,0,0,0,28
14,15,0,28,0,0,0,28
14,16,0,22,2,2,0,26
14,17,0,16,0,0,0,16
14,18,0,20,0,0,0,20
14,19,0,18,0,0,0,18
14,20,0,34,0,0,0,34
14,21,0,32,0,0,0,32
14,22,0,36,0,0,0,36
14,23,0,48,0,0,0,48
14,24,0,36,0,0,0,36
14,25,0,32,0,0,0,32
14,26,0,46,0,0,0,46
14,27,0,26,0,0,0,26
14,28,0,30,0,0,0,30
14,29,0,36,0,0,0,36
14,30,0,40,0,0,0,40
14,31,0,38,5,5,0,48
14,32,0,62,0,0,0,62
14,33,0,42,0,0,0,42
14,34,0,64,0,0,0,64
14,35,0,52,0,0,0,52
14,36,0,58,0,0,0,58
14,37,0,48,0,0,0,48
14,38,0,62,0,0,0,62
14,39,0,60,0,0,0,60
14,40,0,72,0,0,0,72
14,41,0,72,5,5,0,82
14,42,0,60,0,0,0,60
14,43,0,72,0,0,0,72
14,44,0,62,0,0,0,62
14,45,0,60,0,0,0,60
14,46,0,52,0,0,0,52
14,47,0,64,0,0,0,64
14,48,0,62,0,0,0,62
14,49,0,66,0,0,0,66
14,50,0,68,0,0,0,68
14,51,0,72,8,8,0,88
14,52,0,76,0,0,0,76
14,53,0,66,0,0,0,66
14,54,0,54,0,0,0,54
14,55,0,44,0,0,0,44
14,56,0,36,3,3,0,42
14,57,0,48,0,0,0,48
14,58,0,36,0,0,0,36
14,59,0,42,0,0,0,42
14,60,0,40,0,0,0,40
14,61,0,28,0,0,0,28
14,62,0,32,0,0,0,32
14,63,0,24,0,0,0,24
14,64,0,22,0,0,0,22
14,65,0,26,0,0,0,26
14,66,0,34,3,3,0,40
14,67,0,34,0,0,0,34
14,68,0,38,0,0,0,38
14,69,0,46,0,0,0,46
14,70,0,40,0,0,0,40
14,71,0,38,0,0,0,38
14,72,0,42,0,0,0,42
14,73,0,36,0,0,0,36
14,74,0,42,0,0,0,42
14,75,0,18,0,0,0,18
15,1,0,8,8,8,0,24
15,2,0,6,0,0,0,6
15,3,0,8,0,0,0,8
15,4,0,4,0,0,0,4
15,5,0,12,0,0,0,12
15,6,0,14,0,0,0,14
15,7,0,18,0,0,0,18
15,8,0,14,0,0,0,14
15,9,0,6,0,0,0,6
15,10,0,10,0,0,0,10
15,11,0,14,3,3,0,20
15,12,0,14,0,0,0,14
15,13,0,12,0,0,0,12
15,14,0,20,0,0,0,20
15,15,0,18,0,0,0,18
15,16,0,12,1,1,0,14
15,17,0,6,0,0,0,6
15,18,0,18,0,0,0,18
15,19,0,20,0,0,0,20
15,20,0,24,0,0,0,24
15,21,0,28,1,1,0,30
15,22,0,26,0,0,0,26
15,23,0,34,0,0,0,34
15,24,0,30,0,0,0,30
15,25,0,32,0,0,0,32
15,26,0,34,1,1,0,36
15,27,0,48,0,0,0,48
15,28,0,42,0,0,0,42
15,29,0,48,0,0,0,48
15,30,0,46,0,0,0,46
15,31,0,46,4,4,0,54
15,32,0,36,0,0,0,36
15,33,0,30,0,0,0,30
15,34,0,40,0,0,0,40
15,35,0,38,0,0,0,38
15,36,0,44,6,6,0,56
15,37,0,38,0,0,0,38
15,38,0,52,0,0,0,52
15,39,0,60,0,0,0,60
15,40,0,62,0,0,0,62
15,41,0,60,0,0,0,60
15,42,0,58,0,0,0,58
15,43,0,56,0,0,0,56
15,44,0,66,0,0,0,66
15,45,0,56,0,0,0,56
15,46,0,34,3,3,0,40
15,47,0,46,0,0,0,46
15,48,0,46,0,0,0,46
15,49,0,52,0,0,0,52
15,50,0,54,0,0,0,54
15,51,0,76,5,5,0,86
15,52,0,80,0,0,0,80
15,53,0,80,0,0,0,80
15,54,0,62,0,0,0,62
15,55,0,38,0,0,0,38
15,56,0,32,0,0,0,32
15,57,0,28,0,0,0,28
15,58,0,24,0,0,0,24
15,59,0,42,0,0,0,42
15,60,0,34,0,0,0,34
15,61,0,32,2,2,0,36
15,62,0,40,0,0,0,40
15,63,0,52,0,0,0,52
15,64,0,42,0,0,0,42
15,65,0,46,0,0,0,46
15,66,0,36,0,0,0,36
15,67,0,56,0,0,0,56
15,68,0,54,0,0,0,54
15,69,0,56,0,0,0,56
15,70,0,52,0,0,0,52
15,71,0,54,8,8,0,70
15,72,0,36,0,0,0,36
15,73,0,60,0,0,0,60
15,74,0,48,0,0,0,48
15,75,0,52,0,0,0,52
16,1,0,8,8,8,0,24
16,2,0,8,0,0,0,8
16,3,0,8,0,0,0,8
16,4,0,8,0,0,0,8
16,5,0,12,0,0,0,12
16,6,0,14,3,3,0,20
16,7,0,18,0,0,0,18
16,8,0,24,0,0,0,24
16,9,0,22,0,0,0,22
16,10,0,14,0,0,0,14
16,11,0,20,0,0,0,20
16,12,0,20,0,0,0,20
16,13,0,24,0,0,0,24
16,14,0,34,0,0,0,34
16,15,0,24,0,0,0,24
16,16,0,18,0,0,0,18
16,17,0,30,0,0,0,30
16,18,0,34,0,0,0,34
16,19,0,36,0,0,0,36
16,20,0,26,0,0,0,26
16,21,0,42,6,6,0,54
16,22,0,38,0,0,0,38
16,23,0,44,0,0,0,44
16,24,0,28,0,0,0,28
16,25,0,28,0,0,0,28
16,26,0,42,0,0,0,42
16,27,0,42,0,0,0,42
16,28,0,48,0,0,0,48
16,29,0,42,0,0,0,42
16,30,0,52,0,0,0,52
16,31,0,44,6,6,0,56
16,32,0,48,0,0,0,48
16,33,0,52,0,0,0,52
16,34,0,48,0,0,0,48
16,35,0,40,0,0,0,40
16,36,0,50,0,0,0,50
16,37,0,48,0,0,0,48
16,38,0,50,0,0,0,50
16,39,0,64,0,0,0,64
16,40,0,60,0,0,0,60
16,41,0,48,0,0,0,48
16,42,0,64,0,0,0,64
16,43,0,46,0,0,0,46
16,44,0,62,0,0,0,62
16,45,0,70,0,0,0,70
16,46,0,52,6,6,0,64
16,47,0,58,0,0,0,58
16,48,0,56,0,0,0,56
16,49,0,62,0,0,0,62
16,50,0,58,0,0,0,58
16,51,0,76,7,7,0,90
16,52,0,78,0,0,0,78
16,53,0,78,0,0,0,78
16,54,0,80,0,0,0,80
16,55,0,54,0,0,0,54
16,56,0,52,1,1,0,54
16,57,0,50,0,0,0,50
16,58,0,30,0,0,0,30
16,59,0,28,0,0,0,28
16,60,0,32,0,0,0,32
16,61,0,36,1,1,0,38
16,62,0,46,0,0,0,46
16,63,0,48,0,0,0,48
16,64,0,54,0,0,0,54
16,65,0,52,0,0,0,52
16,66,0,58,5,5,0,68
16,67,0,68,0,0,0,68
16,68,0,58,0,0,0,58
16,69,0,48,0,0,0,48
16,70,0,50,0,0,0,50
16,71,0,60,2,2,0,64
16,72,0,46,0,0,0,46
16,73,0,52,0,0,0,52
16,74,0,52,0,0,0,52
16,75,0,54,0,0,0,54
17,1,0,8,8,8,0,24
17,2,0,8,0,0,0,8
17,3,0,10,0,0,0,10
17,4,0,10,0,0,0,10
17,5,0,8,0,0,0,8
17,6,0,14,0,0,0,14
17,7,0,10,0,0,0,10
17,8,0,18,0,0,0,18
17,9,0,24,0,0,0,24
17,10,0,20,0,0,0,20
17,11,0,18,4,4,0,26
17,12,0,30,0,0,0,30
17,13,0,36,0,0,0,36
17,14,0,28,0,0,0,28
17,15,0,26,0,0,0,26
17,16,0,12,1,1,0,14
17,17,0,32,0,0,0,32
17,18,0,8,0,0,0,8
17,19,0,30,0,0,0,30
17,20,0,24,0,0,0,24
17,21,0,42,6,6,0,54
17,22,0,40,0,0,0,40
17,23,0,32,0,0,0,32
17,24,0,30,0,0,0,30
17,25,0,22,0,0,0,22
17,26,0,32,0,0,0,32
17,27,0,36,0,0,0,36
17,28,0,42,0,0,0,42
17,29,0,46,0,0,0,46
17,30,0,40,0,0,0,40
17,31,0,42,1,1,0,44
17,32,0,44,0,0,0,44
17,33,0,48,0,0,0,48
17,34,0,52,0,0,0,52
17,35,0,48,0,0,0,48
17,36,0,46,0,0,0,46
17,37,0,52,0,0,0,52
17,38,0,54,0,0,0,54
17,39,0,44,0,0,0,44
17,40,0,56,0,0,0,56
17,41,0,54,0,0,0,54
17,42,0,50,0,0,0,50
17,43,0,58,0,0,0,58
17,44,0,52,0,0,0,52
17,45,0,54,0,0,0,54
17,46,0,50,5,5,0,60
17,47,0,50,0,0,0,50
17,48,0,46,0,0,0,46
17,49,0,48,0,0,0,48
17,50,0,68,0,0,0,68
17,51,0,76,1,1,0,78
17,52,0,64,0,0,0,64
17,53,0,82,0,0,5,87
17,54,0,52,0,0,0,52
17,55,0,54,0,0,0,54
17,56,0,72,0,0,0,72
17,57,0,60,0,0,0,60
17,58,0,54,0,0,0,54
17,59,0,44,0,0,0,44
17,60,0,56,0,0,0,56
17,61,0,38,0,0,0,38
17,62,0,42,0,0,0,42
17,63,0,46,0,0,0,46
17,64,0,44,0,0,0,44
17,65,0,38,0,0,0,38
17,66,0,38,3,3,0,44
17,67,0,52,0,0,0,52
17,68,0,34,0,0,0,34
17,69,0,48,0,0,0,48
17,70,0,44,0,0,0,44
17,71,0,62,0,0,0,62
17,72,0,48,0,0,0,48
17,73,0,52,0,0,0,52
17,74,0,34,0,0,0,34
17,75,0,44,0,0,0,44
18,1,0,12,12,12,0,36
18,2,0,6,0,0,0,6
18,3,0,4,0,0,0,4
18,4,0,8,0,0,0,8
18,5,0,4,0,0,0,4
18,6,0,14,0,0,0,14
18,7,0,18,0,0,0,18
18,8,0,16,0,0,0,16
18,9,0,18,0,0,0,18
18,10,0,26,0,0,0,26
18,11,0,24,2,2,0,28
18,12,0,28,0,0,0,28
18,13,0,30,0,0,0,30
18,14,0,28,0,0,0,28
18,15,0,30,0,0,0,30
18,16,0,16,0,0,0,16
18,17,0,20,0,0,0,20
18,18,0,22,0,0,0,22
18,19,0,26,0,0,0,26
18,20,0,28,0,0,0,28
18,21,0,34,2,2,0,38
18,22,0,34,0,0,0,34
18,23,0,30,0,0,0,30
18,24,0,36,0,0,0,36
18,25,0,40,0,0,0,40
18,26,0,52,5,5,0,62
18,27,0,40,0,0,0,40
18,28,0,54,0,0,0,54
18,29,0,48,0,0,0,48
18,30,0,46,0,0,0,46
18,31,0,42,0,0,0,42
18,32,0,32,0,0,0,32
18,33,0,44,0,0,0,44
18,34,0,52,0,0,0,52
18,35,0,40,0,0,0,40
18,36,0,68,7,7,0,82
18,37,0,64,0,0,0,64
18,38,0,54,0,0,0,54
18,39,0,64,0,0,0,64
18,40,0,52,0,0,0,52
18,41,0,62,5,5,0,72
18,42,0,78,0,0,0,78
18,43,0,62,0,0,0,62
18,44,0,70,0,0,0,70
18,45,0,68,0,0,0,68
18,46,0,62,5,5,0,72
18,47,0,68,0,0,0,68
18,48,0,60,0,0,0,60
18,49,0,76,0,0,0,76
18,50,0,60,0,0,0,60
18,51,0,74,4,4,0,82
18,52,0,58,0,0,0,58
18,53,0,64,0,0,0,64
18,54,0,52,0,0,0,52
18,55,0,54,0,0,0,54
18,56,0,60,5,5,0,70
18,57,0,58,0,0,6,64
18,58,0,48,0,0,0,48
18,59,0,48,0,0,0,48
18,60,0,42,0,0,0,42
18,61,0,28,0,0,0,28
18,62,0,44,0,0,0,44
18,63,0,22,0,0,0,22
18,64,0,34,0,0,0,34
18,65,0,46,0,0,0,46
18,66,0,52,3,3,0,58
18,67,0,64,0,0,0,64
18,68,0,58,0,0,0,58
18,69,0,46,0,0,0,46
18,70,0,46,0,0,0,46
18,71,0,48,0,0,0,48
18,72,0,52,0,0,0,52
18,73,0,40,0,0,0,40
18,74,0,44,0,0,0,44
18,75,0,54,0,0,0,54
19,1,0,8,8,8,0,24
19,2,0,8,0,0,0,8
19,3,0,10,0,0,0,10
19,4,0,10,0,0,0,10
19,5,0,10,0,0,0,10
19,6,0,12,3,3,0,18
19,7,0,26,0,0,0,26
19,8,0,20,0,0,0,20
19,9,0,16,0,0,0,16
19,10,0,18,0,0,0,18
19,11,0,14,0,0,0,14
19,12,0,30,0,0,0,30
19,13,0,22,0,0,0,22
19,14,0,32,0,0,0,32
19,15,0,32,0,0,0,32
19,16,0,26,4,4,0,34
19,17,0,30,0,0,0,30
19,18,0,20,0,0,0,20
19,19,0,32,0,0,0,32
19,20,0,36,0,0,0,36
19,21,0,32,1,1,0,34
19,22,0,24,0,0,0,24
19,23,0,22,0,0,0,22
19,24,0,40,0,0,0,40
19,25,0,34,0,0,0,34
19,26,0,50,5,5,0,60
19,27,0,50,0,0,0,50
19,28,0,48,0,0,0,48
19,29,0,48,0,0,0,48
19,30,0,50,0,0,0,50
19,31,0,40,3,3,0,46
19,32,0,46,0,0,0,46
19,33,0,48,0,0,0,48
19,34,0,62,0,0,0,62
19,35,0,62,0,0,0,62
19,36,0,68,2,2,0,72
19,37,0,58,0,0,0,58
19,38,0,64,0,0,0,64
19,39,0,64,0,0,0,64
19,40,0,58,0,0,0,58
19,41,0,76,6,6,0,88
19,42,0,68,0,0,0,68
19,43,0,60,0,0,0,60
19,44,0,72,0,0,0,72
19,45,0,82,0,0,0,82
19,46,0,56,5,5,0,66
19,47,0,54,0,0,0,54
19,48,0,60,0,0,0,60
19,49,0,64,0,0,0,64
19,50,0,70,0,0,0,70
19,51,0,84,0,0,0,84
19,52,0,70,0,0,0,70
19,53,0,74,0,0,0,74
19,54,0,76,0,0,0,76
19,55,0,68,0,0,0,68
19,56,0,68,6,6,0,80
19,57,0,54,0,0,0,54
19,58,0,36,0,0,0,36
19,59,0,42,0,0,0,42
19,60,0,48,0,0,0,48
19,61,0,48,5,5,0,58
19,62,0,56,0,0,0,56
19,63,0,52,0,0,0,52
19,64,0,32,0,0,0,32
19,65,0,50,0,0,0,50
19,66,0,38,2,2,0,42
19,67,0,42,0,0,4,46
19,68,0,36,0,0,0,36
19,69,0,56,0,0,0,56
19,70,0,56,0,0,0,56
19,71,0,58,1,1,0,60
19,72,0,40,0,0,0,40
19,73,0,32,0,0,0,32
19,74,0,42,0,0,0,42
19,75,0,56,0,0,0,56
20,1,0,10,10,10,0,30
20,2,0,8,0,0,0,8
20,3,0,6,0,0,0,6
20,4,0,16,0,0,0,16
20,5,0,12,0,0,0,12
20,6,0,20,5,5,0,30
20,7,0,14,0,0,0,14
20,8,0,18,0,0,0,18
20,9,0,20,0,0,0,20
20,10,0,18,0,0,0,18
20,11,0,20,5,5,0,30
20,12,0,26,0,0,0,26
20,13,0,20,0,0,0,20
20,14,0,36,0,0,0,36
20,15,0,24,0,0,0,24
20,16,0,22,5,5,0,32
20,17,0,14,0,0,0,14
20,18,0,16,0,0,0,16
20,19,0,26,0,0,0,26
